COPY pytania FROM STDIN DELIMITER ';' NULL 'null';
1962;veritatis similique temporibus quisquam obcaecati ad ratione sed sapiente aspernatur distinctio dolores qui quae voluptatibus nemo quo deleniti a architecto omnis fuga deserunt ut rem eos harum maiores illo excepturi consequatur odio aut iusto nesciunt soluta commodi quaerat voluptatum alias et delectus;voluptates;7
1963;similique rem modi doloremque magni laborum repellat error officia eligendi laboriosam sint enim velit eius consequatur provident non veritatis tenetur deleniti accusamus voluptatem at quam officiis nulla sit repudiandae vel ex eos harum nisi sequi odio et architecto labore vitae repellendus voluptates obcaecati fugit;sapiente;6
1964;harum eveniet deleniti tempora assumenda doloribus corporis quis suscipit modi iure porro a dolorum voluptatum nam consectetur inventore possimus vel tenetur aspernatur recusandae ex autem perferendis quaerat perspiciatis pariatur ullam dolore cumque dolores laudantium ea reprehenderit dolor amet optio ipsa architecto fugit nisi ipsum distinctio illo at ab iusto quos;nam;6
1965;consequatur numquam cumque fugiat similique eaque in tempore animi quod minus rerum iusto praesentium exercitationem eveniet voluptatum deserunt nesciunt neque magnam et ullam natus omnis eligendi commodi perspiciatis atque modi harum impedit placeat ea dolorem;sit;7
1966;numquam veniam libero id accusantium quod fuga incidunt impedit at non vero ab possimus totam saepe voluptatum labore similique sed dignissimos nulla nisi eaque neque autem rem quam laboriosam quis delectus omnis sint ea accusamus debitis quibusdam voluptates doloribus praesentium illo corrupti molestias amet ducimus enim quidem culpa;autem;6
1967;praesentium similique eligendi dolorum veniam eveniet iure necessitatibus velit quisquam facere officiis ullam nemo aliquam fuga dolor magnam fugit voluptate dolore quibusdam aut non vel voluptates eos expedita recusandae distinctio delectus molestiae qui sapiente rerum ipsum maxime totam itaque saepe error voluptatum alias asperiores beatae sit ab;suscipit;5
1968;dolore incidunt minima est molestiae nisi delectus illo culpa libero ea distinctio perspiciatis vel harum commodi esse temporibus laudantium quaerat voluptatem veniam officiis atque autem sit numquam facere consequuntur fugit minus corrupti quas dolorem;molestiae;1
1969;ad consequuntur a vel asperiores dolor similique assumenda tenetur inventore iste laboriosam veritatis unde tempora repellat nam voluptate voluptas facilis ipsa velit deleniti doloremque reprehenderit totam dolorem sed nulla alias;suscipit;7
1970;ipsum voluptatibus aliquid ratione sunt consequuntur laborum nam ipsa eligendi possimus quidem ab rerum quam blanditiis ea aperiam voluptas cum necessitatibus tenetur ad nihil optio itaque recusandae mollitia soluta obcaecati assumenda consectetur;laudantium;5
1971;nihil quo temporibus doloribus ipsa laboriosam cumque perspiciatis reprehenderit ad sint recusandae harum ipsam vero veritatis eaque distinctio magnam earum blanditiis fugiat facilis omnis cupiditate quia corporis iure facere repellat nam eius nisi minus itaque illo ipsum;distinctio;10
1972;est assumenda illo mollitia voluptatum voluptate aperiam expedita aut libero perferendis quos laborum sint explicabo laboriosam perspiciatis dolorem sed ducimus doloribus suscipit nam reiciendis esse odio numquam ipsum voluptatem soluta enim accusamus atque voluptatibus aspernatur unde eius deserunt tempore alias nisi;similique;4
1973;voluptatem sint harum exercitationem quis eum porro provident vitae vel quidem suscipit hic repudiandae quia magnam excepturi ratione cumque minima fuga deserunt doloremque dicta eius quo quam placeat libero dolores illo eveniet dolorem;eaque;4
1974;ratione quaerat veniam ipsum velit suscipit commodi molestiae consectetur modi eum vel ipsa harum vitae dolores impedit optio cumque adipisci dolor dignissimos blanditiis ad amet voluptatem ea consequuntur ut unde soluta odio;laudantium;10
1975;harum ducimus consectetur quas laboriosam deleniti perferendis repudiandae minima facere aspernatur neque ut similique eveniet eligendi quisquam ipsa dolore maiores error doloribus provident natus officia adipisci suscipit tempore nulla illo tenetur;est;7
1976;ipsa expedita doloribus molestias ab itaque dolore facere nam iste ut quas placeat libero corporis at totam omnis unde architecto quasi facilis recusandae repudiandae deleniti laboriosam natus impedit maiores reiciendis ipsam exercitationem molestiae saepe sunt ipsum laborum velit asperiores nostrum nisi possimus maxime neque sed dolor officiis delectus quisquam voluptas;voluptatibus;3
1977;doloremque voluptates delectus natus harum excepturi autem rem voluptatibus cupiditate unde molestias quo est ipsum illum rerum iure tempore corporis ipsa quia alias eos quaerat exercitationem blanditiis deleniti commodi consectetur eveniet nostrum ea placeat consequatur obcaecati fugit;aut;2
1978;dolorum velit ratione recusandae deserunt in enim natus nihil facere maiores amet omnis ipsum eaque accusantium non ipsam aliquam incidunt labore cum id aut excepturi fugiat magnam animi repellendus perspiciatis;distinctio;8
1979;repellat debitis nihil quisquam officiis distinctio sit porro deserunt voluptate deleniti voluptatibus ex voluptates illum temporibus qui officia ad neque dolorum delectus laudantium eaque sequi maxime pariatur tempore nulla hic accusantium voluptatem adipisci labore ipsum molestiae eveniet magni atque sed beatae rem doloremque esse dignissimos;culpa;0
1980;ipsum eos ducimus laboriosam illo cum fugit eaque harum inventore soluta voluptatem similique praesentium quaerat dolorum odit quasi qui corporis obcaecati necessitatibus tempore nisi aspernatur pariatur id eveniet voluptatibus explicabo possimus corrupti iusto quidem error blanditiis alias voluptatum provident molestias aperiam;quae;10
1981;ab harum sit minima eveniet quis sed voluptates quod consectetur accusantium incidunt praesentium quam odit dolorem sint at laudantium molestias unde laboriosam illo aperiam ullam facere magni blanditiis perspiciatis iure ipsum voluptas fugit recusandae temporibus repellendus vel veniam obcaecati;quod;10
1982;maiores harum velit adipisci iste exercitationem quaerat reprehenderit doloremque cumque ipsam architecto unde nostrum consequuntur nesciunt magnam magni sint autem praesentium iure asperiores non rerum illum quidem labore vel sapiente quia recusandae inventore excepturi veritatis error quam voluptatibus deleniti libero rem eveniet est ad nihil fugiat;cum;0
1983;porro illum voluptates magni dignissimos illo eligendi earum fugiat ipsum neque ex voluptate cupiditate asperiores maiores saepe alias laboriosam magnam blanditiis molestiae facilis laborum enim rem accusantium voluptatibus dolor odio ducimus voluptas doloremque eos delectus repellat;sequi;7
1984;illum doloribus eaque similique veritatis sint hic optio quas tempora dolore repellendus repudiandae laboriosam voluptas soluta amet quisquam perferendis suscipit dicta nesciunt minima quibusdam quidem ipsum laborum dignissimos veniam atque repellat voluptates quasi a iste in minus tempore aliquam labore expedita debitis ducimus facilis adipisci recusandae fuga nemo placeat modi;voluptatibus;2
1985;fugiat perspiciatis ea optio magni ratione libero aut quae blanditiis deleniti repudiandae est impedit voluptate consequuntur placeat amet aspernatur adipisci repellendus minima soluta non omnis corporis cupiditate eaque aliquid facere vel ullam deserunt ipsam cumque nihil aperiam quod tempora esse provident error maiores quo sed dolor exercitationem;non;6
1986;vel repellat cumque delectus corporis maxime quaerat ab accusantium perferendis nesciunt provident temporibus repellendus voluptatum ipsum ut dolores ea numquam culpa eos at odit et veniam ipsam voluptatem dolorem maiores ullam atque explicabo odio a neque itaque beatae eligendi fuga harum consequuntur vero quisquam dolore asperiores veritatis dolorum aliquid;quia;9
1987;eius enim voluptatum molestiae neque suscipit nemo quibusdam ducimus saepe a voluptates facere doloremque repellendus commodi exercitationem deleniti fuga minima delectus cumque voluptate voluptatem dolor hic modi debitis culpa possimus quos laboriosam facilis perferendis quidem cum minus;culpa;7
1988;consequatur culpa natus esse adipisci dolores iure porro tenetur harum perferendis vel enim neque assumenda sint mollitia aliquid quas explicabo cupiditate modi dignissimos maiores quasi possimus in hic debitis fugit labore atque ex eveniet odit unde sed;architecto;1
1989;quibusdam cupiditate consectetur eius consequuntur molestiae repellendus aperiam tempore saepe illo obcaecati fugit quam officiis vitae aspernatur harum nobis soluta cumque deserunt ducimus sit asperiores dolores totam repellat architecto aliquid perspiciatis velit;quam;1
1990;veniam omnis excepturi similique repudiandae at voluptatibus consequatur rem quo necessitatibus reiciendis tempore illo vero perferendis error atque corrupti iste optio quia nostrum recusandae repellat itaque a deserunt exercitationem mollitia;fugit;1
1991;corrupti laudantium aperiam et numquam quis aliquam id reiciendis facilis rem excepturi cupiditate illo sunt fuga nihil quia earum tempore porro distinctio aspernatur praesentium esse atque sint fugiat omnis labore sed officiis culpa nesciunt molestiae nam vitae enim fugit cum;laborum;3
1992;impedit praesentium soluta hic dolorem odio inventore nihil sapiente possimus nisi sed eligendi fugiat blanditiis obcaecati commodi voluptate accusamus laboriosam necessitatibus totam consectetur voluptatibus earum amet ratione similique fugit molestiae dolor ut reprehenderit minima voluptatum ex quia placeat tempora quis aperiam autem nam error nostrum distinctio vel ducimus aut iste;asperiores;8
1993;pariatur temporibus distinctio amet nihil consequuntur voluptatibus autem molestiae reprehenderit aliquam perferendis doloribus dicta beatae reiciendis labore voluptate delectus quidem eius iste maiores praesentium impedit harum illo ea incidunt officia nobis rem architecto sed ipsa in maxime veniam;consectetur;8
1994;molestiae tenetur error laborum eveniet in odit adipisci sit cum architecto laboriosam optio dolor vero fuga cupiditate veritatis saepe voluptas culpa nulla id impedit nihil atque natus earum laudantium placeat ipsa reiciendis mollitia vel qui dolore provident eius deserunt quibusdam fugit debitis porro est nemo;quod;10
1995;laborum eligendi vero odit eius maiores facilis reiciendis nesciunt cupiditate necessitatibus itaque perspiciatis minus ipsam aspernatur ipsum alias laboriosam rem quis nostrum repellendus officiis voluptate tempora in voluptas illo at atque impedit libero quo perferendis architecto officia expedita obcaecati mollitia dolore earum asperiores recusandae beatae aliquid explicabo;sed;7
1996;vitae neque labore corporis distinctio quo saepe eligendi maiores aspernatur aperiam quas modi perferendis sed magnam porro commodi nostrum nobis officia possimus repellendus adipisci fuga at excepturi doloribus tenetur ducimus quaerat amet delectus rem voluptates tempore laudantium magni incidunt ullam dignissimos laboriosam illo quidem;hic;3
1997;eligendi nulla nam blanditiis quisquam officiis nisi quod totam neque ducimus alias commodi assumenda rerum quidem quia obcaecati esse eveniet vitae delectus non quos eos repellat molestiae ratione optio quas;harum;10
1998;earum eum rem obcaecati dolorem fuga veritatis voluptatibus minima consequatur illo libero est architecto autem culpa vel suscipit laborum officiis odio sequi fugit delectus iusto ipsa impedit repellendus ipsum sed expedita recusandae ut sunt beatae dignissimos voluptates facere quod illum eius quam natus esse voluptate cupiditate aperiam;ratione;2
1999;consectetur a eveniet facere totam maiores fugiat recusandae earum minus dolorum sed tempora soluta non ipsum excepturi esse rerum reprehenderit facilis sapiente officia ad distinctio nostrum asperiores ipsam culpa odio vitae saepe doloremque assumenda provident;aut;0
2000;ab dolorum quaerat animi eligendi deserunt aperiam dignissimos quos beatae itaque perspiciatis sint maxime eveniet earum enim unde maiores explicabo laudantium quo dicta voluptate eaque magnam repudiandae alias consequuntur ullam in qui odio quibusdam nam molestiae consequatur voluptatum quis officiis tenetur inventore esse delectus necessitatibus dolores saepe ad iure minus;dolorem;4
2001;rerum possimus inventore amet omnis quisquam esse officia temporibus eius voluptate est repellendus ratione quos dolorum sapiente aut molestiae aspernatur quae quidem repellat ipsum impedit aliquid eos quaerat ut natus harum magni officiis explicabo ullam dolor distinctio illo consectetur illum facere perferendis voluptatem sequi sit hic ex quia fuga;harum;0
2002;quidem a mollitia dolorum consequuntur pariatur ad dolorem asperiores iste accusantium optio veniam vel ducimus temporibus fugit ipsam maiores quia sequi eius ipsa laudantium voluptate perspiciatis inventore iusto consequatur architecto dicta;suscipit;5
2003;alias nulla quaerat enim quidem delectus sed necessitatibus tenetur ipsa quis nisi exercitationem ex incidunt doloribus eaque impedit cumque sequi labore sit aliquam debitis porro perferendis pariatur dolorem dolor repudiandae inventore ad dicta architecto non consectetur praesentium quam culpa accusantium excepturi officiis ab earum vero veniam;incidunt;0
2004;dolorum cumque quia rerum omnis consequatur quidem rem reprehenderit beatae sint nihil aspernatur odio adipisci voluptas iure ad dicta numquam dolor dignissimos deleniti dolorem voluptate obcaecati sapiente inventore dolore enim atque corrupti quis optio alias commodi sed laboriosam ducimus;architecto;10
2005;repellat autem dolore velit natus eveniet nostrum distinctio nobis sint aut animi dolorum veniam est possimus accusamus repellendus adipisci aspernatur tempore voluptates quas obcaecati nemo neque amet doloremque fuga enim;impedit;10
2006;perspiciatis dolorem aut rem quasi magni ex amet asperiores est dignissimos quo deleniti mollitia culpa voluptatum maiores consectetur similique necessitatibus veniam totam doloremque aspernatur numquam neque tempora explicabo impedit nam;minus;7
2007;minima dolor architecto eligendi optio repellat consequatur molestias omnis quia unde nobis voluptas ipsum velit non mollitia excepturi quisquam obcaecati cupiditate tempora ut quos amet ratione dolores ipsam maiores aut neque vero;qui;5
2008;vel asperiores commodi consectetur nostrum cupiditate deserunt dolore dignissimos provident excepturi esse laboriosam laudantium similique blanditiis temporibus ex eos harum ducimus fuga quidem possimus eius velit consequuntur quo tempora eaque corrupti iure repudiandae nesciunt cum numquam quaerat quod totam;necessitatibus;8
2009;numquam adipisci explicabo excepturi iure et sint earum expedita temporibus quo voluptatem mollitia consequuntur fugiat quod delectus voluptatum rerum minus deleniti dolorum similique ea aspernatur incidunt minima illum quisquam autem porro quasi fuga facilis voluptates necessitatibus eum laboriosam odit cumque accusantium doloremque;incidunt;2
2010;distinctio quod ducimus autem ex commodi in qui hic perferendis dolor enim minima nemo cum atque animi non accusamus nesciunt maxime iste dolore est saepe tenetur reprehenderit culpa doloribus sed numquam repellendus obcaecati quo labore rem minus voluptate facere iusto;nisi;0
2011;fugit dolore voluptates blanditiis unde laboriosam reprehenderit repellat nam quas dolorem cumque harum cupiditate eum incidunt temporibus voluptas eius consectetur nesciunt numquam quidem quibusdam dolorum tenetur quae nobis odio sunt necessitatibus hic pariatur adipisci perferendis ratione doloremque eos expedita architecto optio fuga quisquam;incidunt;0
2012;autem corporis quisquam earum reiciendis repudiandae reprehenderit nam tempore maiores vel voluptate commodi at rem libero fuga dolorum nobis modi dolorem impedit assumenda quas obcaecati eius itaque incidunt quidem numquam ratione necessitatibus est asperiores aperiam molestiae magni neque vero;nostrum;8
2013;vel error iure culpa voluptatibus dolorum omnis commodi provident mollitia quam ratione fuga qui voluptatum aut quod rem atque pariatur fugiat corporis tempore quidem odit quisquam doloremque exercitationem esse velit reprehenderit magnam aspernatur dolorem minus non asperiores sed;id;2
2014;obcaecati amet doloribus assumenda ipsam accusamus impedit porro repellendus commodi sint eligendi maxime natus quam cupiditate iste maiores optio aliquid reiciendis ducimus inventore sequi quibusdam repellat quis quaerat a exercitationem autem libero nisi numquam recusandae ad laboriosam molestiae necessitatibus odit cum dolorem vel;eaque;2
2015;quis suscipit modi dicta eligendi maiores magni expedita velit nemo culpa repudiandae cupiditate quidem quibusdam ipsam veritatis illo inventore asperiores at quam est explicabo dolor eum necessitatibus sint molestiae in totam voluptatum perspiciatis obcaecati doloribus ut itaque consequuntur adipisci reprehenderit provident;id;0
2016;quo doloribus iure iste ex quia totam vel obcaecati voluptatum fugit perferendis necessitatibus enim quisquam tempore commodi at harum ullam consequatur eveniet minima sed qui magnam aperiam saepe doloremque autem perspiciatis aspernatur voluptas nulla aliquam nostrum odit numquam dolores aut dignissimos quasi quidem reprehenderit praesentium dolorem possimus omnis nemo;omnis;6
2017;ab vitae ad vel iure itaque voluptas veniam fuga molestiae voluptatem quaerat obcaecati iusto id unde quod impedit hic earum esse asperiores distinctio repellat architecto maxime animi beatae porro dolorum debitis sit nesciunt quibusdam aut quisquam dolores blanditiis a autem;reprehenderit;9
2018;officia dolores placeat cumque alias eligendi laborum cupiditate nobis explicabo quaerat rem nesciunt tempora labore sit itaque qui ad iste illum praesentium eveniet perspiciatis repudiandae id aliquid temporibus error doloremque minima in molestiae accusantium eaque voluptatum;qui;1
2019;ratione aliquam excepturi dicta facilis maiores eos eligendi officia dignissimos quidem distinctio qui accusamus natus quis maxime ipsam dolorum ex vitae minus doloremque fuga libero voluptatem quos odio accusantium incidunt repellat optio amet alias a perferendis sed similique quas;aspernatur;7
2020;ipsam eligendi ad nobis aliquid itaque ipsum excepturi veniam laborum asperiores suscipit nemo dolore numquam provident aspernatur dolorem inventore quas repellendus impedit cum vel accusantium blanditiis sequi id culpa perferendis voluptates in esse earum totam eius iste;suscipit;9
2021;a molestias consequatur corporis beatae sint autem at quod voluptatum quae mollitia sapiente sequi quo excepturi ab architecto odit quam magnam vitae obcaecati quaerat facere perferendis voluptas laudantium deserunt aliquid amet doloribus fuga repellendus esse officia rem soluta illum perspiciatis reiciendis id;ea;9
2022;provident quae maxime totam optio nostrum perspiciatis quasi minima alias accusamus quidem asperiores odit vel est obcaecati aperiam voluptas dicta iste soluta enim magnam debitis architecto quisquam dolorem rem nisi;expedita;0
2023;pariatur enim esse quisquam sunt cum eos sapiente ab illo aliquid laboriosam exercitationem voluptate ratione delectus similique nulla dolore tenetur fuga iusto harum doloremque voluptatum hic molestias saepe maiores amet unde dolorum eligendi reprehenderit nisi fugiat quas quasi;a;1
2024;nam molestiae id vel dignissimos iusto aliquid tempora perspiciatis itaque recusandae pariatur iste reprehenderit cum dicta mollitia vero facere distinctio ut iure esse nihil nobis obcaecati temporibus eum sequi perferendis aut;suscipit;2
2025;necessitatibus inventore et nemo nisi pariatur earum autem magni dicta neque assumenda natus quisquam omnis molestias nostrum dolorum dolore beatae tempora quam officiis eius commodi enim facere deleniti maiores quos quae delectus reiciendis deserunt sed minima temporibus eaque unde illo eos cumque culpa voluptatibus laborum veritatis molestiae voluptatum;inventore;5
2026;explicabo iusto nulla voluptates fuga vitae cupiditate ratione quam sint non tempora voluptatem illum ducimus et debitis aspernatur eos qui deserunt quae enim quidem animi veniam sit minus beatae quas sunt quo quaerat ullam nam ad quod ex facilis soluta dicta exercitationem natus voluptatum tenetur;eligendi;7
2027;laboriosam incidunt voluptas atque fugit provident quia enim odit eius vitae placeat exercitationem sunt assumenda officia illum est tenetur amet ipsa voluptates modi magni corrupti consectetur veritatis officiis optio non velit impedit;commodi;9
2028;aut amet asperiores quam quas explicabo fugiat officiis velit quidem minima cum deserunt quod doloribus dolore et perspiciatis laborum suscipit quaerat enim est magni consequuntur voluptate quasi unde magnam voluptatibus natus adipisci molestias perferendis eaque quae labore corporis sint reiciendis officia aliquam neque odit error eveniet ducimus soluta doloremque reprehenderit;ipsam;1
2029;consequatur distinctio beatae expedita nobis maxime eaque assumenda corrupti consequuntur sapiente placeat harum quo minima quibusdam ipsam officiis quia reprehenderit a quod explicabo sunt temporibus corporis doloremque minus alias eum nam rerum repellat dolor perspiciatis recusandae consectetur est eos fuga natus non vitae voluptate veritatis omnis sed hic;aliquid;8
2030;pariatur optio quas odio eligendi amet molestias sint reprehenderit nam recusandae blanditiis quam cumque dolore accusantium exercitationem vero vitae neque repellat mollitia quos sunt nihil veniam sit beatae velit asperiores ea voluptate aut nostrum fuga;vitae;10
2031;commodi dolorum placeat dolor nemo iure soluta unde quo nisi voluptas nostrum delectus consequuntur repellendus eveniet impedit dolore nam libero ad eum sequi maxime natus neque voluptate doloremque eius odit non quos dignissimos hic;id;9
2032;laborum sed eligendi reiciendis iste modi tempore provident sapiente ea laudantium molestiae nulla ipsam doloribus nemo rerum esse corporis amet nobis illum necessitatibus harum delectus quisquam placeat obcaecati porro possimus quaerat voluptatum perferendis impedit repudiandae ab aliquam quos nesciunt sit exercitationem tenetur et repellat;tenetur;2
2033;ducimus autem harum maiores repellat architecto voluptatum quod officia deserunt quisquam eligendi explicabo vero fugiat praesentium consectetur minus assumenda labore eum molestiae perferendis error corporis molestias laborum voluptatem laboriosam neque ratione omnis quia quasi quis dolorem dolorum impedit ullam at quibusdam sapiente rerum doloremque consequatur;deleniti;2
2034;non ratione soluta repellendus iure odit hic eaque ab numquam natus quia recusandae architecto ea velit sed beatae illo sint eligendi fugiat asperiores nobis pariatur in itaque dolore iste cum quis deserunt;rem;6
2035;pariatur sint exercitationem non sequi quo consectetur animi voluptate nihil odio saepe molestias voluptatum officiis fuga delectus dolore repellendus magnam facilis qui consequatur corporis reiciendis laudantium magni quae veniam voluptates adipisci perferendis eum ad natus atque voluptatibus earum blanditiis maxime;placeat;6
2036;tempore expedita nulla dicta pariatur vero necessitatibus ea ipsum laboriosam error aliquid hic non dolore illum commodi est ratione facilis exercitationem odio nesciunt corporis eveniet reprehenderit dignissimos quae eligendi voluptatibus delectus minus sint iusto id ullam repellendus reiciendis voluptas consequuntur facere temporibus ut;nobis;1
2037;laboriosam molestias accusantium aperiam esse minima minus fuga delectus quod obcaecati hic quaerat voluptates eius vero saepe ea eligendi amet nihil iure ab doloribus deleniti sit repellat non quidem cum fugiat quo perferendis ex architecto velit quis aspernatur error animi;totam;1
2038;cumque repellat similique quis architecto asperiores nesciunt nisi voluptatum nihil facere officia tempore iste laboriosam voluptate in sit eum suscipit ipsum nobis ipsa laborum maiores iure rem veniam tenetur quam deserunt vitae omnis non impedit quidem quisquam quas ex sapiente error nemo voluptates molestias laudantium odio temporibus labore possimus esse;nihil;2
2039;necessitatibus ad dignissimos magni aperiam architecto quis veniam eligendi consequatur inventore unde alias laborum possimus dolor dolorem minus quas harum tempora molestias placeat accusantium ab eveniet libero labore est nihil;maiores;10
2040;natus ipsum dolorem similique praesentium odit et voluptatibus non optio aperiam quo saepe at omnis rem sunt amet eos voluptatem inventore sint tempore quis odio voluptatum quaerat veritatis reprehenderit officiis a nam quibusdam aut;nostrum;1
2041;error necessitatibus deserunt natus hic esse earum consequatur aliquid facilis corrupti dolores fugit omnis quos ea ullam incidunt odio perspiciatis doloribus deleniti laboriosam dolore tempora nihil labore quisquam officia fuga consequuntur molestias magni tenetur impedit aperiam blanditiis numquam nesciunt et provident voluptatem repellat ut explicabo eos doloremque reprehenderit vero veniam;a;10
2042;a corrupti fugit neque deserunt necessitatibus fugiat quibusdam quos ratione libero deleniti voluptatem expedita eum molestiae praesentium eaque suscipit laborum error quas aut iure eos molestias natus delectus vitae inventore et excepturi dicta possimus minus labore magni;quaerat;8
2043;harum enim adipisci quos hic ullam eum autem nostrum et magni rem vel reprehenderit neque explicabo unde esse quibusdam delectus ducimus recusandae aut totam ab aliquid voluptas necessitatibus fugit repudiandae in deserunt blanditiis eius qui quam quae dolores sit;itaque;10
2044;a error asperiores saepe eos animi provident officiis cumque sit quam aperiam dolor distinctio facere deleniti fuga debitis rem quisquam maiores mollitia excepturi alias officia veritatis sapiente temporibus aliquid iure voluptates ex laboriosam voluptatibus at vitae;eaque;10
2045;distinctio architecto tempore quidem quasi perspiciatis fuga temporibus placeat asperiores nihil neque velit quam molestias adipisci in quaerat sint maxime ad harum commodi quisquam consectetur quae expedita esse blanditiis aperiam reprehenderit odio eius ipsa cum repellendus officiis vitae voluptates ex saepe sit;itaque;3
2046;eos odit ipsum minima hic iusto facere sequi ipsam tempore in molestiae fugiat voluptatem a quaerat commodi vitae eligendi perspiciatis et debitis officia aspernatur voluptates assumenda voluptatum fugit nostrum eaque praesentium dolores cum harum quae itaque;veniam;4
2047;totam non repellendus excepturi quas facere iure obcaecati mollitia eligendi iusto quaerat dolorem dolores vel velit possimus nihil modi porro quos doloribus quam eius et maiores consectetur voluptate laborum voluptates blanditiis earum aliquam minima ad illo placeat labore consequatur nam nemo culpa dolorum perspiciatis quasi;id;7
2048;ipsam maxime dolore delectus magni porro ab repudiandae perferendis reiciendis ullam expedita laboriosam ipsum quae atque distinctio sequi quis eligendi accusamus cupiditate nostrum quo cum maiores facere neque omnis ducimus illo recusandae esse non quibusdam dolores eaque inventore doloribus;accusantium;4
2049;omnis quos ipsam facere assumenda dicta illum dolorem ducimus tempore nulla eligendi atque optio laudantium voluptatibus soluta porro quod quo ex distinctio repellat voluptatem quas dolore suscipit fugiat sapiente minus;distinctio;8
2050;est aut culpa dicta nisi mollitia quisquam saepe veritatis error possimus molestias voluptatum unde impedit illum dignissimos exercitationem temporibus vitae commodi consectetur eveniet ratione minima sed similique eligendi officiis asperiores magnam suscipit fugiat rerum earum consequatur;enim;9
2051;doloremque debitis dolores quidem ullam repellendus eligendi et id possimus harum fuga unde reiciendis sint minus optio facilis ratione itaque ut architecto quas quis blanditiis odit odio modi rerum fugit totam soluta laborum alias dolor repellat corrupti suscipit magnam distinctio eveniet cumque;laboriosam;8
2052;atque nam ea deleniti error dolorem accusantium a consequuntur adipisci itaque sed officiis temporibus cupiditate sint voluptates eveniet maiores explicabo fugit aspernatur cumque repudiandae veritatis iusto provident animi architecto in maxime blanditiis sunt ipsam;corrupti;5
2053;veniam accusamus delectus quidem voluptates rem aperiam libero mollitia eius doloribus voluptas corrupti modi rerum voluptate pariatur dolorem repudiandae ipsa et fugit molestias sint magni officiis qui facilis commodi sed reprehenderit tempore laborum soluta nemo atque possimus quia debitis veritatis deserunt perspiciatis dolore minus placeat sapiente eligendi cum;soluta;4
2054;facere vero fuga ipsam non at repellat voluptatem perspiciatis ducimus ipsum odit a quos reiciendis dignissimos corrupti pariatur voluptatum aut cupiditate excepturi dolorum maxime possimus eveniet dolorem illo consectetur nisi laudantium placeat tenetur accusamus atque ut in velit saepe earum quasi recusandae quae eaque;consequuntur;3
2055;eos autem aperiam laudantium voluptatem quas fugit ab id doloremque perspiciatis placeat obcaecati quibusdam quis deserunt praesentium qui mollitia nostrum iure modi optio sit quisquam culpa est at maxime vitae voluptate esse delectus reiciendis tempora nemo voluptatum non provident;laboriosam;7
2056;perspiciatis beatae inventore enim aperiam nulla consequatur possimus laborum praesentium libero sunt illo aut cumque vel at odit error ad consectetur quas necessitatibus repellendus dolores a molestiae blanditiis atque harum eligendi corrupti;harum;0
2057;ab fuga enim eaque illum distinctio modi ullam ratione nihil adipisci sapiente suscipit numquam quisquam alias laudantium quasi officia minima necessitatibus impedit iste sequi error dolor aperiam exercitationem perferendis officiis delectus;nisi;2
2058;commodi quasi sint totam quas illum inventore eligendi fugiat iure et quia hic adipisci culpa at ducimus officia soluta a temporibus placeat sed dolor possimus nihil saepe excepturi exercitationem dolorem vero;distinctio;4
2059;reprehenderit voluptatibus accusantium totam dolorem officiis facere praesentium iure incidunt doloribus qui quod quo optio exercitationem est ab aut nihil vero necessitatibus non consequatur nesciunt voluptatem accusamus sit itaque animi fugiat neque;voluptatum;3
2060;fuga a aperiam eius animi rerum voluptatibus optio neque error fugiat quisquam expedita laudantium laborum dolorum quis ratione consequuntur sint ducimus quod culpa necessitatibus numquam ut eum commodi blanditiis illum minima quae quia iste tempore delectus modi sequi tenetur nemo;cupiditate;0
2061;illum vitae nesciunt animi ipsum veritatis tempora rerum quisquam saepe dolores beatae similique doloribus enim laborum quae ad adipisci eveniet molestiae exercitationem modi accusamus ducimus voluptas maiores ratione iste neque a magnam;culpa;2
2062;debitis praesentium quibusdam dolorum eum explicabo excepturi et corrupti nesciunt facilis ea nam qui nihil saepe facere corporis ullam consequatur obcaecati exercitationem iste cumque veritatis quam soluta ipsa fugit dolores expedita;laborum;4
2063;esse sint porro ipsam velit quam adipisci repellendus reprehenderit placeat sapiente reiciendis dolor tenetur eos similique cum cupiditate ipsa magnam provident repudiandae eveniet veniam natus aspernatur fugit omnis ut commodi ea;quaerat;2
2064;commodi eius numquam eum pariatur tenetur quos quidem distinctio quas reiciendis veniam voluptate minus ea possimus provident vitae soluta cum doloremque fuga sint ullam laudantium repudiandae totam corporis sed voluptatem non sit id ut nihil corrupti atque neque repellat molestias sequi tempore a nesciunt harum natus modi illum incidunt in;iusto;2
2065;possimus dolorem dolores earum perspiciatis explicabo expedita nostrum dolorum mollitia atque cumque laudantium inventore culpa veritatis aspernatur excepturi suscipit commodi voluptates iste rem illum odit nemo at eius in debitis;eius;0
2066;voluptatem in ipsam maiores id vitae repellat officiis soluta deleniti sit molestias aut nemo temporibus veniam architecto doloremque dolorem minus amet qui consequatur culpa debitis itaque consectetur eveniet illum blanditiis;omnis;4
2067;facilis nulla fugit suscipit odit ipsa eum magni recusandae omnis asperiores ratione mollitia sint exercitationem eligendi deserunt aspernatur dolor illo labore dignissimos odio iste a laboriosam nisi cumque pariatur minima architecto earum sit ab rerum voluptates nobis eos illum quam eveniet praesentium in ad quaerat delectus;labore;4
